Date Created,Number of Likes,Source of Tweet,Tweets
2023-06-30 04:02:13+00:00,0,,"Dear #Adipurush makers....
Your #600cr #Ravan VS. My RS.60 ravan,
#Vfx Muzhe bola hota to mai kar deti Issey kam budget mai or Issey behatar...
Why did you put Booster under Ravan's head?
😅🤣
#AdipurushDisaster #adipurushravan #Memes #VFXandChill https://t.co/xSCgHSVtUb"
2023-06-30 04:02:06+00:00,167,,One seat for Hanuman was just a publicity stunt by #Adipurush Team? https://t.co/UwmbogacpM
2023-06-30 04:00:04+00:00,1,,"#Adipurush due to the various criticism, the film became a disaster at the box office. #Adipurushmovie coming out on OTT very soon!

https://t.co/u4GxBhGAxb"
2023-06-30 03:59:38+00:00,2,,"#Amalapuram VPC1 day 14 gross 75,905/-
Total town 14 days gross 53,01,310/-(Excluding 4 Special Shows Gross) 
#AP
#Adipurush"
2023-06-30 03:59:02+00:00,13,,"Adipurush’s OTT release expedited? – Here is the clarity

https://t.co/pKgx0zoA0e

#123telugu #Adipurush #KritiSanon #OmRaut #SaifAliKhan #DevdattaNage #SunnySingh"
2023-06-30 03:58:59+00:00,2,,"#Adipurush box office collection day 14: #KartikAaryan and #KiaraAdvani's #SatyapremKiKatha takes over the box office with positive of mouth, as #Prabhas and #KritiSanon's controversial epic plummets to new lows.

https://t.co/BxlCo6VFMp"
2023-06-30 03:58:33+00:00,442,,"#Adipurush
తూర్పుగోదావరి జిల్లా
కాకినాడ సిటీ మరియు రాజమండ్రి సిటీ లో
కోటి రూపాయలు పైగా షేర్ వసూలు చేసింది

అమలాపురం 2 వీక్స్ టౌన్ షేర్
44.89L
Mandapeta town  23.5L
#Prabhas"
2023-06-30 03:55:35+00:00,751,,"Ceeded Share 12cr+ ante super 👌👌👌👌

Movie talk ragane some intellectuals underrated and declared it collect less than 7cr share... Now 12cr ante pure Rebel star Mass anthe... 🕺👌 #Prabhas #Adipurush"
2023-06-30 03:54:01+00:00,0,,"https://t.co/cDupuUYKpL
#Adipurush"
2023-06-30 03:50:37+00:00,201,,"#Prabhas  💙
#Adipurush https://t.co/qeN4P69Xdw"
2023-06-30 03:48:53+00:00,0,,"#SunilLahri recently gave his views on #AliaBhatt portraying the role of Goddess Sita in Nitesh Tiwari's #Ramayana.
.
.
.
#Adipurush @Sunillahri11 @AliaBhattCafe @aliabhatt_fcjp @TeamAliaTelugu @aliabhattloverr @aliabhattfan7 @RanbirKapoor360"
2023-06-30 03:47:39+00:00,1,,"Jai shree ram🙏🙏 
#Adipirush #Adipurush #OmRaut #parbhas https://t.co/g6WY9OllzL"
2023-06-30 03:45:31+00:00,0,,#Adipurush tamil HD print out
2023-06-30 03:44:08+00:00,0,,"ले अपने संग संपदा जल की बहुत अकूत
सागर  तट  से  आ  गए  चल मेघों के दूत 
-रवीन्द्र रवि
#kavi_ravindra_ravi #कवि_सम्मेलन #shayrilovers #संस्कृति #कविता #kavisammelan #poetry #रवीन्द्र_रवि
#rain #बरसात #सुहाना_मौसम 
#Adipurush https://t.co/GH96lET8qJ"
2023-06-30 03:43:58+00:00,1,,"Today HD Updates⚡️
#Adipurush (2023) Tamil 
#Kulasami (2023) Tamil 

Scan Qr Code for Telegram Channel✔️ https://t.co/DKv8HByep2"
2023-06-30 03:43:41+00:00,0,,"#Adipurush fame Siddhant Karnick defended his film and said that 'we need to show that our Gods are cooler than superheroes'. 
.
.
.
#Ramayan #Prabhas #KritiSanon @TrendsPrabhas @Team_Prabhas @PrabhasStreaks @Prabhas_Empire @KritiSanonZone @KritiSanonCafe"
2023-06-30 03:43:12+00:00,10,,"Estimated Domestic Box Office Net (29 June)

👉#SatyapremKiKatha - ₹ 9.00 Cr
👉#SpyMovie - ₹ 6.00 Cr
👉#Maamannan - ₹ 5.50 Cr
👉#CarryOnJatta3 - ₹ 4.30 Cr
👉#Samajavaragamana - ₹ 1.20 Cr
👉#Adipurush - ₹ 0.90 Cr
👉#ZaraHatkeZaraBachke - ₹ 0.50 Cr"
2023-06-30 03:42:14+00:00,0,,"Same content ki background lo song change'chesi rls chesesaru 🤡👌🏻
#HuppaHuiya 
#Adipurush"
2023-06-30 03:41:58+00:00,1,,"#Adipirush 
#Adipurush #parbhas https://t.co/UOvIvhrRQT"
2023-06-30 03:41:37+00:00,32,,"#Adipurush Gajuwaka Area 14 Days Gross :

Kanya : 17,66,695/- (C)
Sree Kanya : 10,91,240/- (C)
Heaven : 2,17,150/- (C)
Mohini 70MM : 16,97,275/-
Mini Mohini : 9,54,290/- (C)
Mohini 35MM : 2,65,275/- (C)
Lakshmi Kanth : 11,28,470/- (C)
Lakshmi : 6,30,830/- (C)"
2023-06-30 03:41:36+00:00,0,,@ManobalaV One And Only #Adipurush 😀
2023-06-30 03:39:51+00:00,0,,"Indians are reacting for every others opinions ! How foolish it was 😂, be nurtured by looking at developed country people !

#AlNassr #Cricket #Adipurush"
2023-06-30 03:37:00+00:00,641,,"#Adipurush 14 Days AP/TS shares including GST 

Nizam: 39.04 Cr 
Ceeded: 12.06 Cr 
UA: 10.57 Cr 
East: 6.11 Cr 
West: 5.06 Cr 
Guntur: 6.86 Cr
Krishna: 4.75 Cr 
Nellore: 2.64 Cr 

AP/TS Total share :- 87.09 Cr

#Prabhas 💥🔥 https://t.co/qDheBBnEP7"
2023-06-30 03:36:53+00:00,1,,"Worst To The Core Print 👑

Amazon Walu Leak Chesaru Gani 480p version di.. That To Yellowish Pallet 🥴

#Adipurush Inko 2 Week Wait Cheyandi"
2023-06-30 03:36:14+00:00,0,,Visuals better undi unte .. #Adipurush movie ki meeru icche rating entha .. and collections entha occhevi
2023-06-30 03:34:50+00:00,275,,"Prabhas has the most loyal fan base and India has the most craziness.😍🔥❤️ 

#Prabhas #Prabhas𓃵 #Salaar #SalaarTheSaga #Adipurush #ProjectK #Saaho #ShraddhaKapoor https://t.co/kfXwJiibRe"
2023-06-30 03:33:54+00:00,0,,"#Adipurush 

@PrimeVideoIN 

Update today......"
2023-06-30 03:30:05+00:00,115,,"National chains day 1 collection india

1. #SRK's #Pathaan ₹ 29.08cr
2. #Prabhas #Adipurush Hindi ₹ 15.45cr
3. #TJMM ₹ 8.85cr
4. #KBKJ ₹ 5.35cr
5. #Bholaa ₹ 5.20cr
6. #SatyaPremKiKatha - Rs 5.07 Cr"
2023-06-30 03:30:04+00:00,28,,"అమలాపురం 2 వీక్స్ టౌన్ షేర్
44.89L #adipurush"
2023-06-30 03:29:51+00:00,0,,"Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; Share including Gst !!

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share https://t.co/9B115r9tFG"
2023-06-30 03:29:40+00:00,0,,"HD leaked 😲😲😲
Tamil only 
#Adipurush https://t.co/vipjIQw39T"
2023-06-30 03:27:53+00:00,1,,"பொட்டி வந்திருக்கு 😅🔥

#LustStories2 (2033)

#Kulasami (2023)

#Adipurush (2023)  

#Sergeant (2023) https://t.co/SQBmdxgIp4"
2023-06-30 03:24:34+00:00,38,,"Sunday ki nizam 40cr ipodhi ap/ts closing 90cr

#Adipurush #Prabhas https://t.co/5FxGKzmioI"
2023-06-30 03:23:39+00:00,3,,"#Adipurush [#Tamil] Now Streaming On Overseas OTT #Einthusan

Soon On #PrimeVideo

Follow @OTTFunk For Exclusive OTT Streaming Updates 💛

#Prabhas #Tollywood #Salaar #ProjectK #ThalapathyVijay #AlluArjun #MaheshBabu #JrNtr #RamCharan #Nani #VijayDevarakonda #OTTFunk https://t.co/gCzuMbOjc1"
2023-06-30 03:23:04+00:00,9,,#Adipurush -HD OUT ✅
2023-06-30 03:22:47+00:00,42,,"#Prabhas  #Adipurush 14 Days AP/TS shares including GST 

Nizam: 39.04 Cr 
Ceeded: 12.06 Cr 
UA: 10.57 Cr 
East: 6.11 Cr 
West: 5.06 Cr 
Guntur: 6.86 Cr
Krishna: 4.75 Cr 
Nellore: 2.64 Cr 

AP/TS Total share :- 87.09 Cr https://t.co/Ai5k1PeAvt"
2023-06-30 03:21:58+00:00,2,,Rate #Prabhas acting in #Adipurush out of 10 https://t.co/ZrFCiyvXAO
2023-06-30 03:21:53+00:00,0,,"@Showbiz_IT @IndiaToday Guess, only film critics have watched #Adipurush. Religious audiance of #India still stands firm on  #BoycottBollywood"
2023-06-30 03:21:32+00:00,2,,"Adipurush in OTT: ఆన్‌లైన్‌లో లీకైన ఆదిపురుష్.. ఓటీటీలోకి ముందే రానున్న సినిమా
#Adipurush #AdipurushDisaster #Prabhas #KritiSanon #OmRaut #adipurushcontroversy 

https://t.co/8fgP7ns4ia"
2023-06-30 03:20:37+00:00,11,,"Sunil Lahri: रणबीर के 'राम' रूप से रामायण के 'लक्ष्मण' खुश, 'सीता' के किरदार पर जताया यह शक

#SunilLahri #Ramayan #NiteshTiwari #RanbirKapoor #AliaBhatt #Adipurush

https://t.co/cb9NcqjFZM"
2023-06-30 03:20:35+00:00,13,,"Good Morning Darlings......!! 🌄

#Prabhas ❤️ || #Adipurush 🏹 https://t.co/JHdApG4Jft"
2023-06-30 03:20:28+00:00,9,,"Better VFX then #Adipurush 😂😂😂

#AdipurushDisaster https://t.co/hU3bVn2mPT"
2023-06-30 03:18:29+00:00,9,,"2️⃣0️⃣2️⃣3️⃣ 1st Half Done by Today

🔝
#Dada 
#Ayothi
#ViduthalaiPart1
#goodnight 
#PorThozhil 

AVG
#Varisu
#Thunivu
#Vaathi
#PathuThala
#PonniyinSelvan2
#Agilan
#Rudhran
#Maamannan
#Adipurush

Waiting For 2nd half in 2023
#Maaveeran
#Jailer
#Leo
#Japan 
#Thangalaan
#CaptainMiller https://t.co/LNE8I1Q2wp"
2023-06-30 03:16:21+00:00,4,,"@DHF_AA_Nani @alluarjun #projectk #Salaar
#Adipurush #BroTeaser
#BroTheAvatar #Devara
https://t.co/hzSDmTUCFh"
2023-06-30 03:14:32+00:00,258,,Sunday ki 40cr max 🔥🔥 #Adipurush
2023-06-30 03:13:14+00:00,5,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share

#Prabhas https://t.co/M5foqR70JD"
2023-06-30 03:12:44+00:00,0,,#Adipurush Tamil hd vachesindhi
2023-06-30 03:12:05+00:00,0,,@DHF_AA_Nani #AlluArjun in #Adipurush https://t.co/LVR08CCIbQ
2023-06-30 03:11:06+00:00,3,,"#Adipurush HD print vachesindhi piracy (Tamil, Telugu, Malayalam) languages

Vellu okkate kaadhu Anni movies websites lo movie vundhi HD print 

@UV_Creations @TSeries @AdithyaVmovies @Offladipurush @TrendsPrabhas @GskMedia_PR @peoplemediafcy
 #prabhas #salaartrailer #salaar https://t.co/3NmvpjqMVm"
2023-06-30 03:10:42+00:00,52,,"Srikakulam 
#Adipurush

2wks..14days 
Total...Gross 
1.04 cr+ (with 3D)

#Spy
Day1...5.36 lkh Gross"
2023-06-30 03:10:03+00:00,4,,"Dey🤣🤣🤣🤣🤣

Vatiki #Adipurush ki Comparison entra ??
Re-Release lu kuda add chesasav kadhara😭🤣

SPY ki kuda avg talk So weekends lo theaters lo Star hero film chusthara ?? Ledha normal chinna hero films chusthara ???"
2023-06-30 03:09:39+00:00,3835,,"#Adipurush WW Box Office

Finally the movie completes two weeks of run.

PAN India Star #Prabhas' pulled off a miracle considering its criticism. If not for him, the movie wouldn't have collected this much.

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Day 7 - ₹ 1.78 cr
Total - ₹ 407.24 cr"
2023-06-30 03:08:32+00:00,4,,#Adipurush HD vandhuruku 🤭
2023-06-30 03:08:31+00:00,8,,"Ekkada vasthunnai antav endhi ra ??

Theaters lo #Adipurush tappithe vera big movie ledhu ..Talk -ve valla Week days lo pedhaga collections ravatledhu but Holidays &amp; Weekends lo🔥🔥"
2023-06-30 03:07:51+00:00,211,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share

40cr 🔜 
#Prabhas 👑 https://t.co/P0SHxPrasQ"
2023-06-30 03:06:11+00:00,613,,"Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; Share including Gst !!

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share https://t.co/Tof4AGCiF6"
2023-06-30 03:05:59+00:00,6,,@Adithya_7M @AdithyaVmovies E weekend kuda kumesthadi chudu #Adipurush movie
2023-06-30 03:05:57+00:00,2,,Good considering the backlash #Adipurush 🧎
2023-06-30 03:05:40+00:00,10,,"Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share https://t.co/jpN4dt8N6Q"
2023-06-30 03:05:38+00:00,0,,"#Adipurush 14 Days AP/TS shares including GST 

Nizam: 39.04 Cr 
Ceeded: 12.06 Cr 
UA: 10.57 Cr 
East: 6.11 Cr 
West: 5.06 Cr 
Guntur: 6.86 Cr
Krishna: 4.75 Cr 
Nellore: 2.64 Cr 

AP/TS Total share :- 87.09 Cr https://t.co/gJM5GAwq6q"
2023-06-30 03:05:12+00:00,0,,"@AdithyaVmovies @ManojPrabhas23 Mass 🔥🔥🔥
#Prabhas #Adipurush"
2023-06-30 03:05:02+00:00,0,,"#Adipurush Box Office Collection Day 14: The #Prabhas-Starrer Performs Miserably, Fails To Amass Even Rs 1 Crore

#Adipurushcollection 

https://t.co/3FZx6eQYw0 https://t.co/ZfP1htlJ8V"
2023-06-30 03:04:00+00:00,2,,"Saalo #ADIPURUSH dekhne chale gye 
Mere video nhi dekhoge ?

https://t.co/t5Wigs7DwI https://t.co/dyZjSLyB0K"
2023-06-30 03:03:33+00:00,15,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share 🔥 https://t.co/ZEJsg7j21u"
2023-06-30 03:03:11+00:00,14,,"#Adipurush 2Weeks Nizam Collections 

Gross - 59.16Cr
Share - 39.04Cr 

Excellent with the Talk that it Got 🤘🔥 #RebelStarPrabhas https://t.co/MerkJVl6d1"
2023-06-30 03:02:23+00:00,310,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share

#Prabhas https://t.co/WdnzijDy9Y"
2023-06-30 03:02:12+00:00,1134,,"#Adipurush 14 Days AP/TS shares including GST 

Nizam: 39.04 Cr 
Ceeded: 12.06 Cr 
UA: 10.57 Cr 
East: 6.11 Cr 
West: 5.06 Cr 
Guntur: 6.86 Cr
Krishna: 4.75 Cr 
Nellore: 2.64 Cr 

AP/TS Total share :- 87.09 Cr https://t.co/QjCyfnpyOV"
2023-06-30 03:01:33+00:00,43,,"#Prabhas
Good morning rebels 🔥❤️‍🔥
Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share

Nizam ki okkade raju adi #Prabhas raju👑🔥

NIZAM NAWAB 🫶❤️‍🔥 https://t.co/kkN60kgyVs"
2023-06-30 03:00:47+00:00,4,,"@AdithyaVmovies @KingPrabhasCult Mass 🔥🔥🔥
Saturday tho 40+ Share cross ayyedhii anamata
#Adipurush #Prabhas"
2023-06-30 02:59:02+00:00,539,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share

#Prabhas 

https://t.co/oLQvDJMhRZ"
2023-06-30 02:58:42+00:00,0,,#Adipurush HD leaked 😢
2023-06-30 02:57:36+00:00,1157,,"#Adipurush 14 days Nizam Telugu &amp; Hindi gross &amp; share including gst 

#Adipurush : 59.16 Cr Gross 

#Adipurush : 39.04 Cr Share https://t.co/kAtYZzQnRN"
2023-06-30 02:56:18+00:00,2,,"#Adipurush Falls Flat As #SatyaPremKiKatha Hit Theatres, #Prabhas Starrer Earns Less Than Rs 1 Cr

https://t.co/irDCN6Dw2S"
2023-06-30 02:53:31+00:00,0,,#Adipurush #Kulasamy HD out 😻⚡
2023-06-30 02:51:49+00:00,0,,#Adipurush Tamil Audio HD leak ainda nti..
2023-06-30 02:50:00+00:00,1,,"Opinion | The outcry over #Adipurush is terrible for Make in India. Here is a market that’s far from saturated &amp; can today tap global vistas. What if a young filmmaker had been nurturing the ambition to take his Ram story to Netflix but is now scared off?

https://t.co/E1jAMjcN6u"
2023-06-30 02:48:33+00:00,0,,#Adipurush Hdrip out 👍
2023-06-30 02:48:12+00:00,0,,#ADIPURUSH https://t.co/P9XvnveNrc
2023-06-30 02:48:12+00:00,44,,"Estimated Domestic Box Office Net (29 June)

👉#SatyapremKiKatha - ₹ 9.00 Cr
👉#SpyMovie - ₹ 6.00 Cr
👉#Maamannan - ₹ 5.50 Cr
👉#CarryOnJatta3 - ₹ 4.30 Cr
👉#Samajavaragamana - ₹ 1.20 Cr
👉#Adipurush - ₹ 0.90 Cr
👉#ZaraHatkeZaraBachke - ₹ 0.50 Cr https://t.co/zZ8vayRCec"
2023-06-30 02:45:59+00:00,1,,"RTC X Roads Report : 29/06/2023

👉 #Adipurush: 62F/182
Day 14: ₹1,15,015 [Total: ₹1,48,24,280]

👉 #SPY: 3F/8
Day 1: ₹9,03,065 [Total: ₹9,03,065]

👉 #Samajavaragamana : 4
Day 1: ₹1,47,225 [Total: ₹1,47,225]

#Prabhas -- #KritiSanon -- #NikhilSiddhartha -- #SreeVishnu"
2023-06-30 02:42:00+00:00,0,,"#Adipurush witnesses worse-than-expected second week drop, Check its 14th day BO collection👇👇 #KritiSanon #SaifAliKhan #OmRaut

https://t.co/tIrTTiRJe7"
2023-06-30 02:42:00+00:00,8,,"#Adipurush tamil available now 

Coming Soon Amazon Prime from July https://t.co/yc08WtRvwm"
2023-06-30 02:36:34+00:00,55,,"Show time yesterday : 6:30 pm #ADIPURUSH for the second time
3D
3D experience is amazing 🥵🥵🥵 https://t.co/xN3ay5jdK5"
2023-06-30 02:32:29+00:00,0,,"#Adipurush is the biggest opportunity Bollywood lost in this decade, if not since its very inception."
2023-06-30 02:30:37+00:00,0,,#ADIPURUSH HD vanthutu...😂😂😂.. yarukachum link venumna
2023-06-30 02:30:12+00:00,560,,"#Adipurush tamil available now 

Coming Soon Amazon Prime from July https://t.co/ai6AO35Wdb"
2023-06-30 02:27:58+00:00,1,,"@ShivaSandy99 @PrabhasRaju @alluarjun 380 aa yekkada kottaru ra.
Yeppudu kottaru. Fake vesukodaniki siggu leda ra. Production house ye cheppindi ga 366 ani nuvvu yenti malla 20 cr penchav. 
#Pushpa 366 cr.
#ADIPURUSH 450 cr. Yevadu yevadi mogga kinda vuntado andariki telusu."
2023-06-30 02:27:21+00:00,4,,"#Adipurush 3rd week Nizam/Hyderabad Theatres List

#Prabhas @kritisanon @omraut #SaifAliKhan @mesunnysingh @vfxwaala @rajeshnair06 @DevdattaGNage @AjayAtulOnline @manojmuntashir @ramjowrites @neerajkalyan_24 @TSeries @Retrophiles1 @UV_Creations @Offladipurush @AAFilmsIndia https://t.co/mOCUgiXD7i"
2023-06-30 02:21:04+00:00,2,,"गुरुवार के दिन कितना हुआ 'सत्यप्रेम की कथा' और 'आदिपुरुष' का कलेक्शन

#SatyaPremKiKatha #BoxOffice #KiaraAdvani #KartikAaryan #Adipurushcollection #Adipurush  

https://t.co/gfWzCpODc2"
2023-06-30 02:23:16+00:00,1,,"#BoycottBollywood #adipurush #aadipurushreview one of the worst Epic adaptation,  watch Ramanand sagar's Ramayana instead.....
Jai shree Ram..."
2023-06-30 02:26:37+00:00,1,,"Only three shows are there of #adipurush in Nagpur. 😂🤣
Aur dikhao creativity!! 😂🤣
2 weeks me shows gayab!! https://t.co/7P2KWso2Gy"
2023-06-30 02:19:01+00:00,126,,"🔥 My 🆕 Edit Video 🔥

గాయపడిన సింహం నుంచి వచ్చే శ్వాస,
గర్జన కన్నాభయంకరంగ ఉంటుంది..!

 #Prabhas #PrabhasRaju 
#Salaar #Adipurush https://t.co/55vPXm5O0J"
2023-06-30 02:16:48+00:00,20,,"Statement of Bhim Army's 
Satpal Tanwar on Bhim Army Chief Chandrashekar Azad.
Mark d dialogue delivery is far better than even Ravana n Kumbhkaran of #Adipurush.
Moreover,Satpal Tanwar looks more impressive than Satyapal Malik.
#SatpalTanwar 
#bhimarmychief 
#चंद्रशेखर_आजाद https://t.co/mqY2wDHT14"
2023-06-30 02:15:53+00:00,0,,"@ZeeNews काश भारत में भी बॉलीवुड बंद कर दिया जाय।
#ADIPURUSH"
2023-06-30 02:10:56+00:00,47,,"#Adipurush HD Out Now.

#AdipurushOnPrime 🔜 https://t.co/W31jkRLhKm"
2023-06-30 02:09:22+00:00,12,,"Read all top news from the world of entertainment &amp; lifestyle in today's HT City

Today's epaper: https://t.co/JbLzcBCuQT

@SaraAliKhan #Titanic #OceanGate #Adipurush #Ramayan @aapkadharam @Esha_Deol #RukhsarRehman #FarukKabir #ChrissyTiegen @johnlegend @radhikamadan01 https://t.co/y2cTKL8dHG"
2023-06-30 02:08:01+00:00,0,,"కుంభకర్ణుడిని నిద్ర లేపడం ఇంత కష్టమా ! || Sampoorna Ramayanam || Extraor... https://t.co/sfBX6eehW4 via @YouTube

This is how old telugu movie showed Kumbhakarna track in Ramayana 

#Adipurush #OmRaut #Bollywood #telugu"
2023-06-30 02:07:17+00:00,1,,"Top 5 Tollywood Movies USA Premiere Gross - 2023

1) #Adipurush
2) #VeeraSimhaReddy
3) #WaltairVeerayya
4) #Dasara
5) #SPY

#SPY Has Took Excellent Opening in USA Box Office 👌 https://t.co/ayg1hrEPiw"
2023-06-30 02:05:42+00:00,995,,"Ee scene ki Goosebumps ra @omraut 🙏🔥🔥
#Adipurush #Prabhas https://t.co/RTgqj4WJbk"
2023-06-30 02:05:26+00:00,17,,"#Adipurush box office collection Day 14: Prabhas' film earns less than Rs 1 crore
https://t.co/yRPFnXgZ2m"
2023-06-30 02:00:47+00:00,9,,"#Adipurush Box Office Collection Day 14: Prabhas Film Manages Less Than Rs 1 Crore As Satyaprem Ki Katha Takes Over Theatres

https://t.co/z04XsXiyZZ"
2023-06-30 01:47:13+00:00,2,,"Top 5 Tollywood Movies USA Premiere Gross - 2023

1) #Adipurush
2) #VeeraSimhaReddy
3) #WaltairVeerayya
4) #Dasara
5) #SPY

#SPY Has Took Excellent Opening in USA Box Office 👌 https://t.co/49lINzlfyY"
2023-06-30 01:43:33+00:00,0,,#Adipurush adhukulaya
2023-06-30 01:41:37+00:00,0,,"#Adipurush HD Available in our Telegram channel Join it,💥🥁

https://t.co/SpJiaYvCZG

#Leo #ThalapathyVijay𓃵 https://t.co/komlcrl5pA"
2023-06-30 01:34:03+00:00,3,,"#Adipurush OTT RELEASE NOW Tamil 
#Adipurush  Einthusan overseas https://t.co/E6TW3HNP9X"
2023-06-30 01:32:11+00:00,1,,"Culturally incorrect #Adipurush is largely rejected by masses. Boxoffice collection figures are totally misleading. Film has not recovered cost, promotion by many CineStars also could not pull it up. Reason? It mutilated our #scriptures &amp; #History, not #authentic. @MIB_India"
2023-06-30 01:29:13+00:00,0,,"#Adipurush 
Mohini 70MM Theater, 
Gajuwaka 
14 Days Gross 16,97,275/-"
2023-06-30 01:21:03+00:00,0,,"#Adipurush 
Srikakulam 
14Days Gross 91,35,803/-"
2023-06-30 01:15:54+00:00,8,,"#Adipurush 14 Days Srikakulam Town Gross : 91,35,803/-"
2023-06-30 01:12:06+00:00,1,,"लगते हैं झुठे मां सहारे सारे जग के✨🙏|
Friday Morning Devotional Bhajan 🌅
Subscribe My YouTube Channel.
https://t.co/vyw4ISUWbL
#maalaxmi #maadurga #ganesh #ganpati #adipurush #AdipurushPreReleaseEvent #prabhas #rammandir #ram #siyaram #mahadev #bhakti #explorepage #viralreels https://t.co/LY8uAnn7t8"
2023-06-30 01:05:19+00:00,0,,"Finally, it's #Adipurush day 🤸🏻‍♂️"
2023-06-30 01:05:09+00:00,14,,"104 Area : Sri Lakshmi Narasimha AC DTS

Screen -  1 : #Adipurush 

Screen - 2 : #Samajavaragamana https://t.co/BFxPLmkS7h"
2023-06-30 01:03:58+00:00,16,,"பொட்டி வந்துருச்சு✌️✌️✌️
#Adipurush https://t.co/XRxWNmjsnu"
2023-06-30 01:02:22+00:00,3,,"#Adipurush  #BoycottBollywoodCompletely 
@manojmuntashir https://t.co/ji5RcGNUZ6"
2023-06-30 01:01:39+00:00,1,,"#Adipurush HD out tamil  ✅

ASK YOUR MOVIES HERE🔻 
https://t.co/PzPHzWSePw

உங்களுக்கு தேவையான படங்களை இங்கு கேளுங்கள்🔻
https://t.co/PzPHzWSePw

#leo  #vidaamuyarchi #captainmiller #maamannan #pushpatherule #maaveeran #Vaadivaasal  #thangalaan #tamilmemes   #Thalapathyvijay https://t.co/lOqZBlVFUE"
2023-06-30 00:59:51+00:00,1,,"2/10
Om Raut's ""Adipurush"" has faced significant controversy despite being a potential blockbuster. The film has faced backlash from certain  groups, raising questions about the hypocrisy surrounding artistic  expression in India. #Adipurush #Controversy #WeThePress"
2023-06-30 00:58:00+00:00,0,,#Adipurush will watch at least 200 Times ❗️@manojmuntashir  @kritisanon it’s the most wonderful movie अभी तो इसको Trailer ही समझो ❗️#Adipurush will come back ❗️it’s the all time super duper trooper stuff ❗️जय श्री कृष्णा ❗️जय श्री राम 🌟💖🙏😘❗️Ng https://t.co/QbtbqNwHjI
2023-06-30 00:42:48+00:00,21,,"#Adipurush OTT RELEASE NOW Tamil 
#Adipurush  Einthusan overseas https://t.co/cwjAlMG5pF"
2023-06-30 00:34:20+00:00,14,,#Adipurush Tamil Now Streaming on Einthusan https://t.co/LRLHXyEibZ
2023-06-30 00:31:43+00:00,2,,"#Telugu #top5 movies by shows
#Jun30Fri till 6AM
├ #Spy ~ ₹1.3Cr (1,496S)
├ #Samajavaragamana ~ ₹45L (591S)
├ #Adipurush ~ ₹24L (332S)
├ #TholiPrema1998 ~ ₹42L (191S)
├ #IndianaJonesAndTheDialOfDestiny ~ ₹5.8L (102S) https://t.co/2xBl6NNa8b"
2023-06-30 00:29:46+00:00,2,,"#NowStreaming
#Mail(T)-AHA
#Sergeant(Multi)-Jio
#Kulasami(T)-SimplySouth
#Veeran(Multi)-Prime
#NinnuChereTharunam(Tl)-AHA
#Afwaah(H)-Netflix
#Adipurush(T)-EinthusanHD
#MemFamous(Tl)-Prime
#TheWitcherS3(Multi)-Netflix"
2023-06-30 00:11:08+00:00,0,,"The mysterious cubes left all over the world by live AI - in my new novel 
Coming end of summer! #recomendedreading #scary #sciencefiction #ai #scared #media #Adipurush #sciencetiction #kindlebooks #gaming_news #gaming 
#horror #drones #thursdayvibes https://t.co/kL1IBNlGSA"
2023-06-29 23:59:45+00:00,1,,#Adipurush https://t.co/TisQCcYrcc
2023-06-29 23:48:50+00:00,5,,"#Adipurush
映画館で観たい～🙏🥰"
2023-06-29 22:52:45+00:00,9,,"Victory of Good Over Evil..! 🙏

#Adipurush - Climax Scene 🏹🔥 https://t.co/WMJhUC3Vbh"
2023-06-29 22:47:27+00:00,3,,"Goosebumps Scene...! 🔥💯

#Adipurush                               #Hanuman https://t.co/d8Py9Jy1l5"
2023-06-29 22:44:08+00:00,2,,"Jataayu attacks Raavan..!  🦅🔥

#Adipurush https://t.co/jPuq4cthW0"
2023-06-29 22:35:54+00:00,6,,"Prabhas EPIC Scene...! 🏹🔥

#Adipurush https://t.co/EinwHsYaDc"
