Date Created,Number of Likes,Source of Tweet,Tweets
2023-06-29 16:00:41+00:00,2,,"Top 5 Bollywood (Hindi) Net Grosser Of First Half Of 2023

1. #Pathaan - ₹512.75 Cr (25 Jan)
2. #TKS - ₹220 Cr (5 May)
3. #Adipurush (H) - ₹130 Cr (16 Jun)
4. #TJMM - ₹128.10 Cr (8 Mar)
5. #KKBKKJ - ₹101.50 CR (21 Apr)

#ShahRukhKhan #SalmanKhan #Prabhas #RanbirKapoor"
2023-06-29 16:00:02+00:00,2,,"600 கோடி பட்ஜெட்டில் உருவாகும் ப்ராஜெக்ட் கே.. பிரபாஸுக்கு மட்டும் சம்பளம் எவ்வளவு தெரியுமா?

#prabhasofficial #projectk #CinemaNews #panindia #adipurush

https://t.co/QXuKrSnEk7 https://t.co/UsKgpVnm6h"
2023-06-29 15:58:16+00:00,4,,Madly addicted to #Adipurush album...... Adi vinakundaa day end avvatledu https://t.co/PYL3CiScCN
2023-06-29 15:57:53+00:00,309,,"Signature 🏹 #Prabhas 
#AdiPurush #HqGifs https://t.co/08S0bpAsbz"
2023-06-29 15:57:04+00:00,1,,@ManobalaV #Adipurush के कारण इसकी फिल्म देखने की तो बिल्कुल इच्छा नहीं है पर इसके डायरेक्टर का मे बहुत बड़ा फेन हु । इसलिए शायद देखनी पड़ जाए।  You Avoid #prbhas but You Cant Avoid #prshantneel 😡😡😡
2023-06-29 15:55:38+00:00,5,,"Posted @withregram • @manchstudiosllp All the Masti and Magic that went behind the making of Manch.. 🕶️

Watch the entire episode  now streaming ( Link in bio) #manchstudiosllp

@ArchanaTaide #animeshpverma #dilipmistry2002
#lalit_501 @RachayitaFilms
#siyakeram #manch #adipurush https://t.co/94KSGeB7k0"
2023-06-29 15:54:46+00:00,2,,"Ee priya midhunam song enti guru inta bagundi 👍😊 Loop lo estunna already ♥️ ippude vinna baga nachesindi 😜
#Adipurush #Prabhas𓃵 
@omraut babai songs lo matram nee selection bagundi 👍
Ee song video lo #Prabhas anna looks kuda bagane unnai chala mandi baledu annaru 😐😐 https://t.co/nos1RKTqGy"
2023-06-29 15:54:42+00:00,248,,"This Shot 💉 ♥️ 

#Prabhas #Adipurush #HuppaHuiya https://t.co/DdMgPlvVDW"
2023-06-29 15:54:36+00:00,8,,"#SalaarTeaser Announcement Loading... 🔥!!

The Most Violent Man is Comming 👊

#Salaar #Prabhas #PrashanthNeel #shrutihassan #jagapathibabu #prithvirajsukumaran #MW #adipurush #ProjectK #spirit #darling #darlingprabhas #ProjectKTitle #deepikapadukone #KamalHaasan https://t.co/2EgrLXroij"
2023-06-29 15:54:25+00:00,4,,"Intha manchi song shoot a cheyakunda edit cheskoni vocharu chi 😭😭😭 orey howle @omraut 

#HuppaHuiya #Adipurush"
2023-06-29 15:54:11+00:00,27,,"Bondam gadu assalu aa song shoot ye cheyyaledhu ra ani ninu cheppana
#Adipurush 🏹 #Prabhas 👑 https://t.co/WlZU3kF0jq"
2023-06-29 15:53:39+00:00,5,,@ManobalaV #Adipurush @RoastHimJim
2023-06-29 15:52:11+00:00,9,,"Fastest 100k liked Telugu teasers

#RRR (NTR) - 6mins
#VakeelSaab - 7Mins
#SarileruNeekevvaru - 18Mins
#BRO - 20Mins *******
#RRR (ram charan)- 20Mins
#adipurush - 22Mins
#Saaho - 23Mins
#Acharya - 25Mins 
#Pushpa - 25Mins https://t.co/RlHjeIkrYy"
2023-06-29 15:51:41+00:00,5,,#Adipurush #AdipurushReview https://t.co/nnFAxwHYV7
2023-06-29 15:51:02+00:00,214,,"#HuppaHuiya full video out now.

Watch the full video now👇
https://t.co/0d1OMlSmIk

#Adipurush 
#Prabhas https://t.co/vhJkWsXscP"
2023-06-29 15:50:54+00:00,7,,"#Adipurush tho 
  2 days tho Mobbu gadi career 
4 days lo AAthu gadi lottery career 
Lepi dengam 

#Salaar tho 1st day tho okadi 
    2 days lo okAAdi dhi lepi dengutham e sari https://t.co/tVgEZU91zY"
2023-06-29 15:50:29+00:00,0,,"Movie choodani vaallaki nee video songs choosthe mind pothundhiii raa pakkaa @TSeries 

Idhenti ee clips anni songs lo unnaay anukuntaaru 😂😂😖
#AdiPurush"
2023-06-29 15:50:01+00:00,0,,@BunnyYouthIcon @alluarjun Chi erri pappalara.. Asala #Pushpa ki #Adipurush ki asala konchem ayina polika undhaaa..?
2023-06-29 15:49:34+00:00,429,,"BGM 🥵❤️‍🔥

#HuppaHuiya #Prabhas #Adipurush https://t.co/tVTI4JcK9n"
2023-06-29 15:49:26+00:00,0,,I actually liked #Adipurush
2023-06-29 15:49:00+00:00,8,,"धड़ाम से गिरी आदिपुरुष, ट्रोल्स बोले- हाय राम!

#Adipurush #AdipurushBOCollectionDay14 #ThursdayBoxOfficeReport #OmRaut #Prabhas

https://t.co/u8pXIDLERs"
2023-06-29 15:48:29+00:00,1044,,"Lord Hanuman's unwavering devotion ✨ #HuppaHuiya 
#Prabhas #Adipurush https://t.co/1tF3UHhS7u"
2023-06-29 15:48:26+00:00,4,,"Watch the full video now: 

Hindi: https://t.co/LmfUzzXLaI 
Telugu: https://t.co/c6Ze5JH39Q
Tamil: https://t.co/fGgyx9wlgH
Kannada: https://t.co/WA64GTAxjL
Malayalam: https://t.co/mp82v2QvlJ

Jai Shri Ram 🙏❤️ #AdiPurush #Prabhas"
2023-06-29 15:48:25+00:00,121,,"Feel the essence of divinity flowing through each note, as the song unveils the magnificence of Lord Hanuman's unwavering devotion ✨ #HuppaHuiya full video out now! Jai Shri Ram 🙏

Book your tickets now: 
https://t.co/0HBG7PfyRu

#Adipurush #Prabhas @omraut https://t.co/pKhJcUCHgF"
2023-06-29 15:46:50+00:00,3,,"Huppa Huiya Full Video Song

Idhena.... Ante Nijanga idhe na...
#Adipurush https://t.co/Vo5aHZmb72"
2023-06-29 15:46:20+00:00,12,,"#HuppaHuiya movie clips edit chesi pettaru video song lo 🙏🏻

Chi @omraut 🤦🏼🤦🏼🤦🏼
#Adipurush శ్రీ రాముని కోసం వింటాం ఇంకా ఏం చేయలేం !!

#Prabhas అన్న సలార్ చూస్కుందం 🔥🤟"
2023-06-29 15:45:00+00:00,3,,"#Adipurush actor defends the film, check it out here: 

https://t.co/Tv2aATmSw3"
2023-06-29 15:44:55+00:00,1,,वो लक्ष्मण जिसमे धरती उलट पलट कर देने की क्षमता है आपने बजरंग बली को एक टपोरी दिखा दिया जिनके लिए कहा गया - बुद्धि विवेक विज्ञान निधाना और आपकी जानकारी के लिए बता दें हम आपके बहुत बड़े प्रशंसक हैं @manojmuntashir @omraut #Adipurush  @DrKumarVishwas @TheLallantop @saurabhtop
2023-06-29 15:43:42+00:00,0,,@manojmuntashir You have destroyed our faith that we had on you. We will never forget and forgive you for what you did to us through #Adipurush. If you still have some sense of self respect then you must go off-air for the rest of your life.
2023-06-29 15:42:42+00:00,4,,"Aa review ichinodu thannul thini sagam daridram pattukellipoyadu aithe....
#Adipurush https://t.co/vnDMXJ0th3"
2023-06-29 15:42:08+00:00,2,,"Bhimavaram Town
#Adipurush
14th Day 1st Shows. Gross 61,830 ( 2 Theatres)"
2023-06-29 15:42:00+00:00,9,,@sk__jalsa @TheAakashavaani Prabhas fans hit one guy for giving bad review #Adipurush
2023-06-29 15:41:40+00:00,60,,"Nenu mundhe cheppale 
Choosina scenes ey edit chesi mohana benguthaadu Ani  🥲🚶‍♂️.

But edit baaga sync chesaadu .
#Prabhas #Adipurush"
2023-06-29 15:40:45+00:00,551,,"GOD LEVEL BGM 🥵❤️‍🔥

#HuppaHuiya #Prabhas #Adipurush https://t.co/xbXU6B0s6G"
2023-06-29 15:39:24+00:00,23,,"#HuppaHuiya video song out now. 

▶️ https://t.co/4NNuAH5Iqy

#Prabhas #Adipurush https://t.co/29NBvzCL1l"
2023-06-29 15:39:06+00:00,6,,https://t.co/Jw8KNjWJOF #Adipurush #Prabhas
2023-06-29 15:38:57+00:00,513,,"Visuals are eye feast 😍❤️
#Prabhas #Kritisanon #Adipurush https://t.co/e0UkxpMxWk"
2023-06-29 15:37:08+00:00,17,,"#HuppaHuiya full video song
#Prabhas #Adipurush 
https://t.co/IvmF9YY0Iq"
2023-06-29 15:36:43+00:00,0,,#Ruckus in #Nepal for #Indian #Film #Adipurush #Raises Serious #Question About #Sita #Mata https://t.co/fgzVHNLwDJ
2023-06-29 15:36:38+00:00,1,,Aree Mori maiyya😯😂 Adipurush movie 😂😂 shaifali khan 😂#adipurush #BoycottBollywood #ViralVideos #Aaditiyakumar https://t.co/VFy46Qsfj2
2023-06-29 15:36:34+00:00,1,,"Bhakti to ye hoti hai 😭 
Aur wo Bhakt Nahi sirf Bhakti dekhta hai #mahakal #BoycottBollywood
#earthquake #SatyaPremKiKathaReview #emeutes
#BiSH東京ドーム #Adipurush
https://t.co/qwcVFUkpu5"
2023-06-29 15:35:48+00:00,5,,"#Adipurush intro scene rehearsal 💥

This one is extraordinary and perfect but the execution has failed.

#Prabhas #OmRaut #Salaar #ProjectK #SalaarTeaser https://t.co/eQt0E2um0M"
2023-06-29 15:34:41+00:00,63,,"Fastest 100k liked Telugu teasers

#RRR (NTR) - 6mins
#VakeelSaab - 7Mins
#SarileruNeekevvaru - 18Mins
#BRO - 20Mins *******
#RRR (ram charan)- 20Mins
#adipurush - 22Mins
@tarak9999....NTR🌪🌪
Malli Maa #Devara tho egaresi dengutham  ...👊👊🔥🔥 https://t.co/v82WY6kLUx"
2023-06-29 15:34:36+00:00,21,,Throwback : @urstrulyMahesh at #Adipurush promotions 💥 Nice shirt bro 👌 https://t.co/Pxuj3tlFqx
2023-06-29 15:34:05+00:00,2,,"#Adipurush (Hindi) India Net Collection

Budget - ₹200 Cr (Hindi)

First Week - ₹114.80 Cr
Second Week.- ₹12.00 Cr

Total - 126.80 Cr

Verdict - Flop

#Prabhas #Kritisanon #OmRaut"
2023-06-29 15:33:35+00:00,0,,"#HuppaHuiya
Full song out now #Adipurush #Prabhas 
https://t.co/QO5e0I13Qv"
2023-06-29 15:33:35+00:00,37,,"Majestic frame !
Two pure souls ❤️
#Prabhas #KritiSanon #Adipurush https://t.co/1DKlgfMDvd"
2023-06-29 15:33:28+00:00,3,,@Harmindarboxoff 9.5/10 is my rating for #Prabhas acting in #Adipurush movie
2023-06-29 15:29:44+00:00,548,,"Raghav ❤️ Janaki

#Prabhas #KritiSanon #Adipurush 🏹 https://t.co/I61XyhNt9k"
2023-06-29 15:29:38+00:00,2,,"Movie Lovers Are Enchanted By The Captivating 🤩 Portrayal Of #Prabhas As #Raghava In #Adipurush! ✨

#BlockbusterAdipurush Continues Its Triumphant Run, Captivating Audiences As It Enters Its Successful 2nd Week With Thunderous Applause! 💥

https://t.co/ZvbjZMudFS

@omraut https://t.co/trN7EAfPqI"
2023-06-29 15:29:37+00:00,1,,"@manojmuntashir Manojji @manojmuntashir the way #Adipurush is done &amp; twisted the Ramayana. If you would have done the same to some other religion, u would have faced the consequences by now

We do not trust you now. Still we request, please do not screw Sita Movie

@HinduITCell @ARanganathan72"
2023-06-29 15:28:26+00:00,1,,"Movie Lovers Are Enchanted By The Captivating 🤩 Portrayal Of #Prabhas As #Raghava In #Adipurush! ✨

#BlockbusterAdipurush Continues Its Triumphant Run, Captivating Audiences As It Enters Its Successful 2nd Week With Thunderous Applause! 💥

https://t.co/PldH14ebKB

@omraut https://t.co/5OKWxNWpmW"
2023-06-29 15:27:25+00:00,402,,"#JaiShriRam 
#Adipurush"
2023-06-29 15:26:35+00:00,2,,"Court for once had the courage to speak the truth!

#Adipurush #JaiShriRam https://t.co/BmlO5yMtlB"
2023-06-29 15:25:42+00:00,0,,"Allahabad High Court criticizes Adipurush Creators, Raising Concerns About The Test Of Tolerance!

Link to read: https://t.co/D0GJf6vIQh…

#Adipurush #Prabhas #SaifAliKhan #KritiSanon @PrabhasRaju @kritisanon @TSeries @omraut https://t.co/64uOoLOIR1"
2023-06-29 15:25:22+00:00,0,,"@manojmuntashir सुकुल जी, पूरा देस तोहरी माफी के इंतजार मा हय, अबहिन भी समय हय कि पूरे देस सै माफी मांग लेओ नै तो फिर हाईकोर्ट तोहसे माफी मंगवाए के रही अउर फिर तै देस के सबहिन मनइ की नजरों से गिर जाबो #Adipurush #manojmuntashir"
2023-06-29 15:24:39+00:00,1,,"Movie lovers are enchanted by the captivating 🤩 portrayal of #Prabhas as #Raghava in #Adipurush! ✨

#BlockbusterAdipurush continues its triumphant run, captivating audiences as it enters its successful 2nd week with thunderous applause! 💥

https://t.co/qlp3aTa1tT https://t.co/PuEBgJEUbu"
2023-06-29 15:23:48+00:00,3,,"Movie lovers are enchanted by the captivating 🤩 portrayal of #Prabhas as #Raghava in #Adipurush! ✨

#BlockbusterAdipurush continues its triumphant run, captivating audiences as it enters its successful 2nd week with thunderous applause! 💥

https://t.co/IudpWPyNH4

@omraut #SaifAliKhan @kritisanon @mesunnysingh #BhushanKumar @UV_Creations @rajeshnair06 @AjayAtulOnline @vishwaprasadtg @vivekkuchibotla @peoplemediafcy"
2023-06-29 15:23:40+00:00,3,,"@AlanatiAllari_ @alluarjun 😏
Wat ever u say #Prabhas is real pan Indian star bec he hv faced many difficult situations like flop/ blkbster mvi, trolls and somany cases on #Adipurush but still he working hard day and nyt he is eligible to be PAN Indian Star he deserve it
Hw mny of u agreed this ?"
2023-06-29 15:21:09+00:00,1183,,"Movie lovers are enchanted by the captivating 🤩 portrayal of #Prabhas as #Raghava in #Adipurush! ✨

#BlockbusterAdipurush continues its triumphant run, captivating audiences as it enters its successful 2nd week with thunderous applause! 💥

https://t.co/Y2ehRPvmnT

@omraut #SaifAliKhan @kritisanon @mesunnysingh #BhushanKumar @UV_Creations @rajeshnair06 @AjayAtulOnline @vishwaprasadtg @vivekkuchibotla @peoplemediafcy"
2023-06-29 15:20:06+00:00,1,,"Immerse yourself in the world of #Adipurush (in #3D) at #UdayanCinema. 

Book your tickets at #UdayanCinema's box-office or online: https://t.co/LXwX1j9AqZ

@PrabhasRaju @kritisanon #SaifAliKhan #OmRaut #BhushanKumar #KrishanKumar @TSeriesFilmsS https://t.co/MBsiVdw7Yr"
2023-06-29 15:18:02+00:00,19,,"Vijayawada Single Screens Gross Till 
1st Shows

#SPY 1,75,521/-
#Adipurush 80,680/-
#Samajavaragamana 
76,769/-
#EeNagaranikiEmaindi 
76,218/-"
2023-06-29 15:17:05+00:00,0,,"अब तो सेंसर बोर्ड पर सेंसर लगाने का समय आ गया!
#Adipurush https://t.co/7IMoFppbQC"
2023-06-29 15:15:17+00:00,2,,"My new column. Do read and introspect! 

#Adipurush #CBFC #72HoorainTrailer"
2023-06-29 15:13:37+00:00,1,,"@iam_sivay @ManobalaV Bhai wo #Adipurush ka dialogue hai.
Waise tumne ekdam sahi kaha 👍
Live today!"
2023-06-29 15:12:22+00:00,0,,"बात तो सही है।

@rajeshnair06 @manojmuntashir @satishacharya @omraut #Adipurush #AdipurushDisaster @PrabhasRaju @kritisanon https://t.co/sWj2xBzKj0"
2023-06-29 15:12:09+00:00,3,,"BJP one side fight for Ram and it’s Ayodhya, but why BJP is so calm when #Adipirush which is criticising Ramayan.  Why sensor board accepted to release the movie. 

Is Hinduism only a card for elections to @BJP4India 

Ban #Adipurush @PMOIndia @AmitShah @RSSorg"
2023-06-29 15:05:19+00:00,0,,"The BIGGEST FAKE movie collections in INDIAN CINEMA 😳?

#Pushpa
#RRRMovie
#Pathaan 
#Adipurush 

#AlluArjun #RamCharan #ShahRukhKhan #Prabhas"
2023-06-29 15:03:22+00:00,7,,"🔸#Adipurush Tonight OTT Release 💥😳

▫️#Prabhas | #KritiSanon | #SaifAliKhan | #OmRaut

🔹#AdipurushOTT https://t.co/UmCVwoJhmA"
2023-06-29 15:03:12+00:00,0,,क्या @CBFC_India को #Adipurush को सर्टिफिकेट देने के लिए जिम्मेदार ठहराया जाए ? क्या सरकार को बोर्ड को बर्खास्त नहीं किया जाना चाहिए ? @MIB_India
2023-06-29 15:01:53+00:00,3,,"फिल्म ""आदिपुरुष"" पर बैन लगाने की मांग 
मांग लेकर दायर याचिका पर सुनवाई  कल
दिल्ली हाईकोर्ट में होगी याचिका पर सुनवाई 
हिन्दू सेना ने दिल्ली हाईकोर्ट में दायर की है याचिका

Watch: https://t.co/Vl43iH8p2K

#Adipurush #DelhiHighCourt #Bharat24Digital https://t.co/bIyd2Trkas"
2023-06-29 15:00:37+00:00,0,,"@PrabhasRaju what is this torture movie anna
#AdipurushDisaster
#Adipurush"
2023-06-29 14:57:29+00:00,1,,#Sack @prasoonjoshi_ @AmitShah @narendramodi  #PrasoonJoshi   प्रसून जोशी को भगाओ सेंसर बोर्ड से। मक्कार कांहीं का #72हूरें #आदिपुरुष #Adipurush #72huren https://t.co/heloonWicU
2023-06-29 14:54:12+00:00,62,,"#Adipurush Delhi NCR Night Shows Advance Bookings 🔥💥🌋
#Prabhas #Salaar #ProjectK https://t.co/cPDAJLRsu6"
2023-06-29 14:53:48+00:00,185,,"Fastest 100k liked Telugu teasers

#RRR (NTR) - 6mins
#VakeelSaab - 7Mins
#SarileruNeekevvaru - 18Mins
#BRO - 20Mins *******
#RRR (ram charan)- 20Mins
#adipurush - 22Mins

#Devara tho Malli NTVODE Break Chestadu🔥🥵
#ManOfMassesNTR
@tarak9999 https://t.co/eFXBXlDsIj"
2023-06-29 14:53:17+00:00,0,,#Adipurush
2023-06-29 14:51:42+00:00,453,,"Brace yourself 🥁 #USA for the king's arrival 🤙 😎

#Prabhas #ProjectK #Salaar #Adipurush https://t.co/E0CTZkelQT"
2023-06-29 14:51:40+00:00,15,,"आस्था का मज़ाक उड़ाएंगे...
हिंदू धैर्य दिखाएंगे ?

#DeshNahiJhukneDenge #Adipurush #AllahabadHighCourt #Documentary #Quran @AmanChopra_ https://t.co/p3zRIFTQFu"
2023-06-29 14:51:24+00:00,36,,"#Saaho Performance was good at Overseas,North
#RadheShyam was OutRight Rejected everywhere 
#Adipurush Performance Was Good At Overseas,North,Karnataka

In Specific A/T Territories For All 3 movies Performance Wise , Nizam&gt;Nellore&gt;UA&gt;rest as Coastal Areas highly Dependent on WOM"
2023-06-29 14:50:20+00:00,0,,@DarlingFanV Team Next weekend ki plan chestey YT records gattiga vastai single language kabatti #Adipurush ni lepochu
2023-06-29 14:49:17+00:00,21,,"#Vijayawada
29-6-23
First Show 

#SPYMovie 
Alankar = Full

#EeNagaranikiEmaindi 
V Swarna = Full 

#Adipurush 
Saileja = 33,047

#Samajavaragamana 
JaiRam = 25,413"
2023-06-29 14:47:56+00:00,1,,"Ramayana: ಆದಿಪುರುಷ್ಗೆ ಸೆಡ್ಡು ಹೊಡೆಯಲು ಬರ್ತಿದೆ ರಾಮಾಯಣ! | Karnataka Tak |
 
#Ramayan #series #Ramayana #Adipurush https://t.co/wQ27gmcaJH"
2023-06-29 14:47:53+00:00,35,,"अभिव्यक्ति बहाना, सिर्फ. हिंदू निशाना
हिंदुओं की सहिष्णुता का टेस्ट कब तक?

#DeshNahiJhukneDenge #Adipurush #AllahabadHighCourt #Documentary #Quran @AmanChopra_ https://t.co/Xf1ix89qIG"
2023-06-29 14:46:37+00:00,1,,"@manojmuntashir #Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:46:33+00:00,1,,"Number of shows in Kolkata from 30th June 2023 : 
#SatyaPremKiKatha - 284
#IndianaJones - 100
#1920horrorsoftheheart - 42
#Ardhangini - 27
#Shibpur - 25
#Spy - 18
#ShohorerUshnotomoDine - 16
#ZaraHatkeZaraBachke - 15
#TheFlash - 14
#Adipurush - 13"
2023-06-29 14:46:08+00:00,0,,"@TSeries @smadhur89 @JioSaavn @Hungama_com @WynkMusic @Spotify #Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:45:41+00:00,0,,"@kritisanon 
#Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:45:18+00:00,0,,"@mesunnysingh 
#Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:44:55+00:00,0,,"@omraut #Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:44:28+00:00,39,,"हिंदू क्यों सहिष्णु है? .. ये समझने के लिए ये वीडियो ज़रुर देखें

#AarPaar #Adipurush #AllahabadHighCourt #Mumbai #BakraEid 
@AMISHDEVGAN https://t.co/prevmnDeId"
2023-06-29 14:44:10+00:00,0,,"@Offladipurush @omraut @kritisanon @mesunnysingh #Adipurush WW Box Office 

Week 1 - ₹ 370.15 cr
Week 2
Day 1 - ₹ 7.86 cr
Day 2 - ₹ 8.53 cr
Day 3 - ₹ 10.65 cr
Day 4 - ₹ 3.24 cr
Day 5 - ₹ 2.97 cr
Day 6 - ₹ 2.06 cr
Total - ₹ 405.46 cr

#Prabhas
#biggestdisasteralltime"
2023-06-29 14:44:05+00:00,1,,"@Becrazy181 Ade ila negative propaganda lekunda unanimous positive talk vachi unte, daggarlo vere movie ravadaniki minimum 50 days pattedi. #Adipurush"
2023-06-29 14:38:05+00:00,0,,"Great Announcement
#ramayan #adipurush #ramanadsagar #jaishriram #hinduism #sanatandharm https://t.co/BfgyE2ww9q"
2023-06-29 14:37:19+00:00,0,,"Song Ekkada  ra @UV_Creations @TSeries @peoplemediafcy @GskMedia_PR 

#Adipurush  #Prabhas"
2023-06-29 14:36:56+00:00,118,,"#Adipurush #Prabhas 
Vizag ...9pm show soldout https://t.co/XyoChcjXo4"
2023-06-29 14:35:51+00:00,2,,Nee valla original #adipurush chudochu... Tq amba @PrabhasRaju https://t.co/suQhMEongv
2023-06-29 14:35:33+00:00,58,,"#Adipurush #Prabhas 
Hyderabad https://t.co/ihRfQFMf25"
2023-06-29 14:34:20+00:00,57,,"#Adipurush #Prabhas
Ahmedabad https://t.co/1NCXFWOpwi"
2023-06-29 14:34:06+00:00,75,,"Thank you to @NishitShawHere @rohitjswl01 @SumitkadeI as you shared regular insights and stats about #Adipurush !❤️🙏 Despite the movie not meeting expectations, we really appreciate your efforts and your love on cinema.

Expecting the same from you again, from #Salaar Teaser ! https://t.co/50szc6ivJV"
2023-06-29 14:33:04+00:00,29,,"#Adipurush #Prabhas 
Pune https://t.co/yvKjJBlzXR"
2023-06-29 14:31:55+00:00,0,,"This Censor Board also need  overhauling 
They didn't do anything on #ADIPURUSH but stopped #72Hoorain on stupid petty reasons.
#anuragthakur DEKH RAHE HO VINOD KYA CHAL RAHA TUMHARI MINISTRY MAIN?

Bhai nahin hota kaam to rehne do hume kyun embarrass hona pade tumhari vajah se"
2023-06-29 14:30:50+00:00,50,,"#Adipurush #Prabhas 
Delhi https://t.co/UJ9MnjnGBf"
2023-06-29 14:28:09+00:00,198,,"#Huppahuiya Song ekkada ra @UV_Creations @TSeries @peoplemediafcy @GskMedia_PR 

#Adipurush 
#Prabhas https://t.co/G0Xn7hhWAM"
2023-06-29 14:26:26+00:00,1,,"Disney+Hotstar
#TheNightManager S2 
#GoodNight TAM TEL KAN MAL HIN JULY 3

Zee5
#Vimanam TAM TEL
#Lakadbaggha HIN

Jiocinema
#Sergeant ENG

ShemarooMe
#Shanaya BEN

AHA
#NinnuChereTharunam TEL

SimplySouth
#Kulasamy TAM

Overseas OTT
#Adipurush Excepted

✓ Follow 👉 @Digital_OTT"
2023-06-29 14:22:41+00:00,0,,"""कुरान पर डॉक्यूमेंट्री बनाओ और देखो क्या होता है"", 'आदिपुरुष' पर  कोर्ट की सख्त टिप्पणी #thesankshep #adipurush #OmRaut #tseries  #AllahabadHighCourt #CBFC #kritisanon #Prabhash #ramayana #troll https://t.co/fFgQ3hbyOP"
2023-06-29 14:17:50+00:00,9,,"When CO-STARS made for each other 😍😍

#Venkatesh ~ #Soundarya ❤️❤️

@VenkyMama #Saindhav #GunturKaaram 
#BroTeaser #Adipurush #EeNagaranikiEmaindhi #Samajavaragamana #SPYMovie https://t.co/VH4A4n8TWK"
2023-06-29 14:17:24+00:00,197,,"#Prabhas Movies Middle East gross post Baahubali series 

#Saaho - $2.8M 

#RadheShyam - $400K 

#Adipurush - $900K"
2023-06-29 14:15:51+00:00,5,,"""क़ुरआन पर फ़िल्म बनाकर देखो""

देश नहीं झुकने देंगे  
शाम 7:57 बजे 

#DeshNahiJhukneDenge #Adipurush #AllahabadHighCourt #Documentary #Quran @AmanChopra_ 

LIVE LINK🔽
https://t.co/PzJnEPSx2O"
2023-06-29 14:13:40+00:00,2,,#NewProfilePic #Prabhas #Darling #Salaar #ADIPURUSH #trend #Stylish https://t.co/ordIFHrg9O
2023-06-29 14:13:28+00:00,6,,"#RajPath | कुरान को गलत तथ्यों के साथ दिखाते तो क्या होता? इलाहाबाद हाई कोर्ट ने आदिपुरुष के मेकर्स को लगाई फटकार 

Watch: https://t.co/Vl43iH8p2K 

#Adipurush #AllahabadHighCourt #Bharat24Digital 
@anchorpooja @kritisanon @omraut @PrabhasRaju @DevdattaGNage https://t.co/jEvwehTs9Q"
2023-06-29 14:10:51+00:00,17,,"Exclusive
#Prabhas yesterday night has signed new movie after #Adipurush offical announcement soon https://t.co/kCLm2NOYbv"
2023-06-29 14:10:43+00:00,2,,"#BroTeaser reaction
👉 https://t.co/BgX99u8xQH

#Bro #pawankalyan #SaiDharamTej #BholaaShankar #Chiranjeevi #GunturuKaaram #gamechanger #ramcharan #MaheshBabu #alluarjun #Pushpa2 #jailer #animal #prabhas #adipurush #salaar #bro #og #jrntr #ntr #devara #leo #janasenaVarahiYatra https://t.co/bOtyki5Mvx"
2023-06-29 14:10:03+00:00,530,,"Due to Jealous of #Prabhas continuously even before the release of his films. Negativity reaches the sky.

One day he will create history with his comeback, which can't be reached by others.  Just wait and see and Cry on Him.

#ADIPURUSH #Salaar #ProjectK #Spirit https://t.co/BNfz2ZgWtk"
2023-06-29 14:09:10+00:00,1682,,"Fastest 100k liked Telugu teasers

#RRR (NTR) - 6mins
#VakeelSaab - 7Mins
#SarileruNeekevvaru - 18Mins
#BRO - 20Mins *******
#RRR (ram charan)- 20Mins
#adipurush - 22Mins

Malli Maa #Devara tho ne sadhyam 🔥🔥🙏

@tarak9999"
